"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","POVERTYGAP","66MORE","RT","A","2006",0.144,
"CAN","POVERTYGAP","66MORE","RT","A","2007",0.121,
"CAN","POVERTYGAP","66MORE","RT","A","2008",0.126,
"CAN","POVERTYGAP","66MORE","RT","A","2009",0.142,
"CAN","POVERTYGAP","66MORE","RT","A","2010",0.141,
"CAN","POVERTYGAP","66MORE","RT","A","2011",0.143,
"CAN","POVERTYGAP","66MORE","RT","A","2012",0.117,
"CAN","POVERTYGAP","66MORE","RT","A","2013",0.122,
"CAN","POVERTYGAP","66MORE","RT","A","2014",0.122,
"CAN","POVERTYGAP","66MORE","RT","A","2015",0.132,
"CAN","POVERTYGAP","66MORE","RT","A","2016",0.128,
"CAN","POVERTYGAP","66MORE","RT","A","2017",0.125,
"CAN","POVERTYGAP","66MORE","RT","A","2018",0.121,
"CAN","POVERTYGAP","66MORE","RT","A","2019",0.131,
"CAN","POVERTYGAP","66MORE","RT","A","2020",0.124,
"CZE","POVERTYGAP","66MORE","RT","A","2005",0.111,
"CZE","POVERTYGAP","66MORE","RT","A","2006",0.102,
"CZE","POVERTYGAP","66MORE","RT","A","2007",0.106,
"CZE","POVERTYGAP","66MORE","RT","A","2008",0.084,
"CZE","POVERTYGAP","66MORE","RT","A","2009",0.089,
"CZE","POVERTYGAP","66MORE","RT","A","2010",0.105,
"CZE","POVERTYGAP","66MORE","RT","A","2011",0.104,
"CZE","POVERTYGAP","66MORE","RT","A","2012",0.094,
"CZE","POVERTYGAP","66MORE","RT","A","2013",0.134,
"CZE","POVERTYGAP","66MORE","RT","A","2014",0.08,
"CZE","POVERTYGAP","66MORE","RT","A","2015",0.086,
"CZE","POVERTYGAP","66MORE","RT","A","2016",0.122,
"CZE","POVERTYGAP","66MORE","RT","A","2017",0.112,
"CZE","POVERTYGAP","66MORE","RT","A","2018",0.112,
"CZE","POVERTYGAP","66MORE","RT","A","2019",0.11,
"CZE","POVERTYGAP","66MORE","RT","A","2020",0.103,
"DNK","POVERTYGAP","66MORE","RT","A","2011",0.09,
"DNK","POVERTYGAP","66MORE","RT","A","2012",0.095,
"DNK","POVERTYGAP","66MORE","RT","A","2013",0.099,
"DNK","POVERTYGAP","66MORE","RT","A","2014",0.111,
"DNK","POVERTYGAP","66MORE","RT","A","2015",0.111,
"DNK","POVERTYGAP","66MORE","RT","A","2016",0.109,
"DNK","POVERTYGAP","66MORE","RT","A","2017",0.113,
"DNK","POVERTYGAP","66MORE","RT","A","2018",0.115,
"DNK","POVERTYGAP","66MORE","RT","A","2019",0.104,
"FIN","POVERTYGAP","66MORE","RT","A","2005",0.124,
"FIN","POVERTYGAP","66MORE","RT","A","2006",0.114,
"FIN","POVERTYGAP","66MORE","RT","A","2007",0.11,
"FIN","POVERTYGAP","66MORE","RT","A","2008",0.101,
"FIN","POVERTYGAP","66MORE","RT","A","2009",0.103,
"FIN","POVERTYGAP","66MORE","RT","A","2010",0.119,
"FIN","POVERTYGAP","66MORE","RT","A","2011",0.111,
"FIN","POVERTYGAP","66MORE","RT","A","2012",0.117,
"FIN","POVERTYGAP","66MORE","RT","A","2013",0.114,
"FIN","POVERTYGAP","66MORE","RT","A","2014",0.101,
"FIN","POVERTYGAP","66MORE","RT","A","2015",0.091,
"FIN","POVERTYGAP","66MORE","RT","A","2016",0.113,
"FIN","POVERTYGAP","66MORE","RT","A","2017",0.116,
"FIN","POVERTYGAP","66MORE","RT","A","2018",0.104,
"FIN","POVERTYGAP","66MORE","RT","A","2019",0.131,
"FIN","POVERTYGAP","66MORE","RT","A","2020",0.101,
"FIN","POVERTYGAP","66MORE","RT","A","2021",0.121,
"FRA","POVERTYGAP","66MORE","RT","A","2012",0.218,
"FRA","POVERTYGAP","66MORE","RT","A","2013",0.153,
"FRA","POVERTYGAP","66MORE","RT","A","2014",0.176,
"FRA","POVERTYGAP","66MORE","RT","A","2015",0.162,
"FRA","POVERTYGAP","66MORE","RT","A","2016",0.157,
"FRA","POVERTYGAP","66MORE","RT","A","2017",0.249,
"FRA","POVERTYGAP","66MORE","RT","A","2018",0.202,
"FRA","POVERTYGAP","66MORE","RT","A","2019",0.186,
"DEU","POVERTYGAP","66MORE","RT","A","2008",0.198,
"DEU","POVERTYGAP","66MORE","RT","A","2011",0.195,
"DEU","POVERTYGAP","66MORE","RT","A","2012",0.185,
"DEU","POVERTYGAP","66MORE","RT","A","2013",0.187,
"DEU","POVERTYGAP","66MORE","RT","A","2014",0.202,
"DEU","POVERTYGAP","66MORE","RT","A","2015",0.189,
"DEU","POVERTYGAP","66MORE","RT","A","2016",0.183,
"DEU","POVERTYGAP","66MORE","RT","A","2017",0.17,
"DEU","POVERTYGAP","66MORE","RT","A","2018",0.197,
"DEU","POVERTYGAP","66MORE","RT","A","2019",0.218,
"GRC","POVERTYGAP","66MORE","RT","A","2005",0.234,
"GRC","POVERTYGAP","66MORE","RT","A","2006",0.235,
"GRC","POVERTYGAP","66MORE","RT","A","2007",0.224,
"GRC","POVERTYGAP","66MORE","RT","A","2008",0.19,
"GRC","POVERTYGAP","66MORE","RT","A","2009",0.198,
"GRC","POVERTYGAP","66MORE","RT","A","2010",0.209,
"GRC","POVERTYGAP","66MORE","RT","A","2011",0.257,
"GRC","POVERTYGAP","66MORE","RT","A","2012",0.205,
"GRC","POVERTYGAP","66MORE","RT","A","2013",0.241,
"GRC","POVERTYGAP","66MORE","RT","A","2014",0.232,
"GRC","POVERTYGAP","66MORE","RT","A","2015",0.231,
"GRC","POVERTYGAP","66MORE","RT","A","2016",0.294,
"GRC","POVERTYGAP","66MORE","RT","A","2017",0.237,
"GRC","POVERTYGAP","66MORE","RT","A","2018",0.217,
"GRC","POVERTYGAP","66MORE","RT","A","2019",0.198,
"GRC","POVERTYGAP","66MORE","RT","A","2020",0.224,
"HUN","POVERTYGAP","66MORE","RT","A","2006",0.174,
"HUN","POVERTYGAP","66MORE","RT","A","2007",0.137,
"HUN","POVERTYGAP","66MORE","RT","A","2008",0.129,
"HUN","POVERTYGAP","66MORE","RT","A","2009",0.15,
"HUN","POVERTYGAP","66MORE","RT","A","2010",0.141,
"HUN","POVERTYGAP","66MORE","RT","A","2011",0.167,
"HUN","POVERTYGAP","66MORE","RT","A","2012",0.176,
"HUN","POVERTYGAP","66MORE","RT","A","2013",0.253,
"HUN","POVERTYGAP","66MORE","RT","A","2014",0.299,
"HUN","POVERTYGAP","66MORE","RT","A","2015",0.26,
"HUN","POVERTYGAP","66MORE","RT","A","2016",0.444,
"HUN","POVERTYGAP","66MORE","RT","A","2017",0.218,
"HUN","POVERTYGAP","66MORE","RT","A","2018",0.17,
"HUN","POVERTYGAP","66MORE","RT","A","2019",0.315,
"HUN","POVERTYGAP","66MORE","RT","A","2020",0.208,
"ISL","POVERTYGAP","66MORE","RT","A","2005",0.16,
"ISL","POVERTYGAP","66MORE","RT","A","2006",0.173,
"ISL","POVERTYGAP","66MORE","RT","A","2007",0.172,
"ISL","POVERTYGAP","66MORE","RT","A","2008",0.179,
"ISL","POVERTYGAP","66MORE","RT","A","2009",0.328,
"ISL","POVERTYGAP","66MORE","RT","A","2010",0.318,
"ISL","POVERTYGAP","66MORE","RT","A","2011",0.239,
"ISL","POVERTYGAP","66MORE","RT","A","2012",0.243,
"ISL","POVERTYGAP","66MORE","RT","A","2013",0.21,
"ISL","POVERTYGAP","66MORE","RT","A","2014",0.409,
"ISL","POVERTYGAP","66MORE","RT","A","2015",0.115,
"ISL","POVERTYGAP","66MORE","RT","A","2016",0.252,
"ISL","POVERTYGAP","66MORE","RT","A","2017",0.356,
"IRL","POVERTYGAP","66MORE","RT","A","2005",0.115,
"IRL","POVERTYGAP","66MORE","RT","A","2006",0.116,
"IRL","POVERTYGAP","66MORE","RT","A","2007",0.188,
"IRL","POVERTYGAP","66MORE","RT","A","2008",0.26,
"IRL","POVERTYGAP","66MORE","RT","A","2009",0.36,
"IRL","POVERTYGAP","66MORE","RT","A","2010",0.455,
"IRL","POVERTYGAP","66MORE","RT","A","2011",0.306,
"IRL","POVERTYGAP","66MORE","RT","A","2012",0.322,
"IRL","POVERTYGAP","66MORE","RT","A","2013",0.481,
"IRL","POVERTYGAP","66MORE","RT","A","2014",0.35,
"IRL","POVERTYGAP","66MORE","RT","A","2015",0.329,
"IRL","POVERTYGAP","66MORE","RT","A","2016",0.269,
"IRL","POVERTYGAP","66MORE","RT","A","2017",0.168,
"IRL","POVERTYGAP","66MORE","RT","A","2018",0.154,
"IRL","POVERTYGAP","66MORE","RT","A","2019",0.144,
"IRL","POVERTYGAP","66MORE","RT","A","2020",0.122,
"ITA","POVERTYGAP","66MORE","RT","A","2005",0.223,
"ITA","POVERTYGAP","66MORE","RT","A","2006",0.228,
"ITA","POVERTYGAP","66MORE","RT","A","2007",0.219,
"ITA","POVERTYGAP","66MORE","RT","A","2008",0.222,
"ITA","POVERTYGAP","66MORE","RT","A","2009",0.197,
"ITA","POVERTYGAP","66MORE","RT","A","2010",0.184,
"ITA","POVERTYGAP","66MORE","RT","A","2011",0.184,
"ITA","POVERTYGAP","66MORE","RT","A","2012",0.21,
"ITA","POVERTYGAP","66MORE","RT","A","2013",0.215,
"ITA","POVERTYGAP","66MORE","RT","A","2014",0.234,
"ITA","POVERTYGAP","66MORE","RT","A","2015",0.278,
"ITA","POVERTYGAP","66MORE","RT","A","2016",0.274,
"ITA","POVERTYGAP","66MORE","RT","A","2017",0.284,
"ITA","POVERTYGAP","66MORE","RT","A","2018",0.276,
"ITA","POVERTYGAP","66MORE","RT","A","2019",0.296,
"ITA","POVERTYGAP","66MORE","RT","A","2020",0.286,
"JPN","POVERTYGAP","66MORE","RT","A","2018",0.34,
"KOR","POVERTYGAP","66MORE","RT","A","2011",0.432,
"KOR","POVERTYGAP","66MORE","RT","A","2012",0.435,
"KOR","POVERTYGAP","66MORE","RT","A","2013",0.436,
"KOR","POVERTYGAP","66MORE","RT","A","2014",0.421,
"KOR","POVERTYGAP","66MORE","RT","A","2015",0.406,
"KOR","POVERTYGAP","66MORE","RT","A","2016",0.399,
"KOR","POVERTYGAP","66MORE","RT","A","2017",0.401,
"KOR","POVERTYGAP","66MORE","RT","A","2018",0.376,
"KOR","POVERTYGAP","66MORE","RT","A","2019",0.354,
"KOR","POVERTYGAP","66MORE","RT","A","2020",0.322,
"LUX","POVERTYGAP","66MORE","RT","A","2015",0.403,
"LUX","POVERTYGAP","66MORE","RT","A","2016",0.253,
"LUX","POVERTYGAP","66MORE","RT","A","2017",0.352,
"LUX","POVERTYGAP","66MORE","RT","A","2018",0.334,
"LUX","POVERTYGAP","66MORE","RT","A","2019",0.213,
"LUX","POVERTYGAP","66MORE","RT","A","2020",0.231,
"MEX","POVERTYGAP","66MORE","RT","A","2012",0.407,
"MEX","POVERTYGAP","66MORE","RT","A","2014",0.359,
"MEX","POVERTYGAP","66MORE","RT","A","2016",0.462,
"MEX","POVERTYGAP","66MORE","RT","A","2018",0.386,
"MEX","POVERTYGAP","66MORE","RT","A","2020",0.346,
"NLD","POVERTYGAP","66MORE","RT","A","2011",0.379,
"NLD","POVERTYGAP","66MORE","RT","A","2012",0.382,
"NLD","POVERTYGAP","66MORE","RT","A","2013",0.308,
"NLD","POVERTYGAP","66MORE","RT","A","2014",0.286,
"NLD","POVERTYGAP","66MORE","RT","A","2015",0.371,
"NLD","POVERTYGAP","66MORE","RT","A","2016",0.255,
"NLD","POVERTYGAP","66MORE","RT","A","2017",0.283,
"NLD","POVERTYGAP","66MORE","RT","A","2018",0.282,
"NLD","POVERTYGAP","66MORE","RT","A","2019",0.247,
"NLD","POVERTYGAP","66MORE","RT","A","2020",0.248,
"NLD","POVERTYGAP","66MORE","RT","A","2021",0.252,"P"
"NZL","POVERTYGAP","66MORE","RT","A","2006",0.196,
"NZL","POVERTYGAP","66MORE","RT","A","2007",0.198,
"NZL","POVERTYGAP","66MORE","RT","A","2008",0.201,
"NZL","POVERTYGAP","66MORE","RT","A","2009",0.197,
"NZL","POVERTYGAP","66MORE","RT","A","2010",0.354,
"NZL","POVERTYGAP","66MORE","RT","A","2011",0.27,
"NZL","POVERTYGAP","66MORE","RT","A","2012",0.212,
"NZL","POVERTYGAP","66MORE","RT","A","2013",0.21,
"NZL","POVERTYGAP","66MORE","RT","A","2014",0.213,
"NZL","POVERTYGAP","66MORE","RT","A","2015",0.305,
"NZL","POVERTYGAP","66MORE","RT","A","2016",0.224,
"NZL","POVERTYGAP","66MORE","RT","A","2017",0.18,
"NZL","POVERTYGAP","66MORE","RT","A","2018",0.192,
"NZL","POVERTYGAP","66MORE","RT","A","2019",0.174,
"NZL","POVERTYGAP","66MORE","RT","A","2020",0.159,
"NOR","POVERTYGAP","66MORE","RT","A","2008",0.117,
"NOR","POVERTYGAP","66MORE","RT","A","2009",0.118,
"NOR","POVERTYGAP","66MORE","RT","A","2010",0.119,
"NOR","POVERTYGAP","66MORE","RT","A","2011",0.135,
"NOR","POVERTYGAP","66MORE","RT","A","2012",0.136,
"NOR","POVERTYGAP","66MORE","RT","A","2013",0.132,
"NOR","POVERTYGAP","66MORE","RT","A","2014",0.131,
"NOR","POVERTYGAP","66MORE","RT","A","2015",0.148,
"NOR","POVERTYGAP","66MORE","RT","A","2016",0.142,
"NOR","POVERTYGAP","66MORE","RT","A","2017",0.152,
"NOR","POVERTYGAP","66MORE","RT","A","2018",0.149,
"NOR","POVERTYGAP","66MORE","RT","A","2019",0.155,
"NOR","POVERTYGAP","66MORE","RT","A","2020",0.155,
"NOR","POVERTYGAP","66MORE","RT","A","2021",0.157,
"POL","POVERTYGAP","66MORE","RT","A","2005",0.164,
"POL","POVERTYGAP","66MORE","RT","A","2006",0.14,
"POL","POVERTYGAP","66MORE","RT","A","2007",0.145,
"POL","POVERTYGAP","66MORE","RT","A","2008",0.168,
"POL","POVERTYGAP","66MORE","RT","A","2009",0.173,
"POL","POVERTYGAP","66MORE","RT","A","2010",0.183,
"POL","POVERTYGAP","66MORE","RT","A","2011",0.171,
"POL","POVERTYGAP","66MORE","RT","A","2012",0.166,
"POL","POVERTYGAP","66MORE","RT","A","2013",0.166,
"POL","POVERTYGAP","66MORE","RT","A","2014",0.189,
"POL","POVERTYGAP","66MORE","RT","A","2015",0.181,
"POL","POVERTYGAP","66MORE","RT","A","2016",0.182,
"POL","POVERTYGAP","66MORE","RT","A","2017",0.181,
"POL","POVERTYGAP","66MORE","RT","A","2018",0.204,
"POL","POVERTYGAP","66MORE","RT","A","2019",0.181,
"POL","POVERTYGAP","66MORE","RT","A","2020",0.195,
"PRT","POVERTYGAP","66MORE","RT","A","2005",0.237,
"PRT","POVERTYGAP","66MORE","RT","A","2006",0.25,
"PRT","POVERTYGAP","66MORE","RT","A","2007",0.205,
"PRT","POVERTYGAP","66MORE","RT","A","2008",0.215,
"PRT","POVERTYGAP","66MORE","RT","A","2009",0.193,
"PRT","POVERTYGAP","66MORE","RT","A","2010",0.196,
"PRT","POVERTYGAP","66MORE","RT","A","2011",0.184,
"PRT","POVERTYGAP","66MORE","RT","A","2012",0.198,
"PRT","POVERTYGAP","66MORE","RT","A","2013",0.207,
"PRT","POVERTYGAP","66MORE","RT","A","2014",0.201,
"PRT","POVERTYGAP","66MORE","RT","A","2015",0.21,
"PRT","POVERTYGAP","66MORE","RT","A","2016",0.206,
"PRT","POVERTYGAP","66MORE","RT","A","2017",0.214,
"PRT","POVERTYGAP","66MORE","RT","A","2018",0.208,
"PRT","POVERTYGAP","66MORE","RT","A","2019",0.213,
"PRT","POVERTYGAP","66MORE","RT","A","2020",0.229,
"SVK","POVERTYGAP","66MORE","RT","A","2005",0.161,
"SVK","POVERTYGAP","66MORE","RT","A","2006",0.177,
"SVK","POVERTYGAP","66MORE","RT","A","2007",0.133,
"SVK","POVERTYGAP","66MORE","RT","A","2008",0.166,
"SVK","POVERTYGAP","66MORE","RT","A","2009",0.139,
"SVK","POVERTYGAP","66MORE","RT","A","2010",0.125,
"SVK","POVERTYGAP","66MORE","RT","A","2011",0.128,
"SVK","POVERTYGAP","66MORE","RT","A","2012",0.125,
"SVK","POVERTYGAP","66MORE","RT","A","2013",0.125,
"SVK","POVERTYGAP","66MORE","RT","A","2014",0.132,
"SVK","POVERTYGAP","66MORE","RT","A","2015",0.108,
"SVK","POVERTYGAP","66MORE","RT","A","2016",0.241,
"SVK","POVERTYGAP","66MORE","RT","A","2017",0.13,
"SVK","POVERTYGAP","66MORE","RT","A","2018",0.148,
"SVK","POVERTYGAP","66MORE","RT","A","2019",0.158,
"ESP","POVERTYGAP","66MORE","RT","A","2007",0.2,
"ESP","POVERTYGAP","66MORE","RT","A","2008",0.222,
"ESP","POVERTYGAP","66MORE","RT","A","2009",0.215,
"ESP","POVERTYGAP","66MORE","RT","A","2010",0.255,
"ESP","POVERTYGAP","66MORE","RT","A","2011",0.284,
"ESP","POVERTYGAP","66MORE","RT","A","2012",0.351,
"ESP","POVERTYGAP","66MORE","RT","A","2013",0.346,
"ESP","POVERTYGAP","66MORE","RT","A","2014",0.314,
"ESP","POVERTYGAP","66MORE","RT","A","2015",0.286,
"ESP","POVERTYGAP","66MORE","RT","A","2016",0.302,
"ESP","POVERTYGAP","66MORE","RT","A","2017",0.269,
"ESP","POVERTYGAP","66MORE","RT","A","2018",0.257,
"ESP","POVERTYGAP","66MORE","RT","A","2019",0.31,
"ESP","POVERTYGAP","66MORE","RT","A","2020",0.339,
"SWE","POVERTYGAP","66MORE","RT","A","2013",0.142,
"SWE","POVERTYGAP","66MORE","RT","A","2014",0.139,
"SWE","POVERTYGAP","66MORE","RT","A","2015",0.135,
"SWE","POVERTYGAP","66MORE","RT","A","2016",0.133,
"SWE","POVERTYGAP","66MORE","RT","A","2017",0.142,
"SWE","POVERTYGAP","66MORE","RT","A","2018",0.138,
"SWE","POVERTYGAP","66MORE","RT","A","2019",0.138,
"SWE","POVERTYGAP","66MORE","RT","A","2020",0.14,
"SWE","POVERTYGAP","66MORE","RT","A","2021",0.14,
"CHE","POVERTYGAP","66MORE","RT","A","2006",0.239,
"CHE","POVERTYGAP","66MORE","RT","A","2007",0.261,
"CHE","POVERTYGAP","66MORE","RT","A","2008",0.277,
"CHE","POVERTYGAP","66MORE","RT","A","2009",0.229,
"CHE","POVERTYGAP","66MORE","RT","A","2010",0.266,
"CHE","POVERTYGAP","66MORE","RT","A","2011",0.24,
"CHE","POVERTYGAP","66MORE","RT","A","2012",0.237,
"CHE","POVERTYGAP","66MORE","RT","A","2013",0.224,
"CHE","POVERTYGAP","66MORE","RT","A","2014",0.227,
"CHE","POVERTYGAP","66MORE","RT","A","2015",0.243,
"CHE","POVERTYGAP","66MORE","RT","A","2016",0.249,
"CHE","POVERTYGAP","66MORE","RT","A","2017",0.256,
"CHE","POVERTYGAP","66MORE","RT","A","2018",0.266,
"CHE","POVERTYGAP","66MORE","RT","A","2019",0.252,
"TUR","POVERTYGAP","66MORE","RT","A","2011",0.337,
"TUR","POVERTYGAP","66MORE","RT","A","2012",0.332,
"TUR","POVERTYGAP","66MORE","RT","A","2013",0.332,
"TUR","POVERTYGAP","66MORE","RT","A","2014",0.332,
"TUR","POVERTYGAP","66MORE","RT","A","2015",0.318,
"TUR","POVERTYGAP","66MORE","RT","A","2017",0.324,
"TUR","POVERTYGAP","66MORE","RT","A","2018",0.355,
"TUR","POVERTYGAP","66MORE","RT","A","2019",0.461,
"GBR","POVERTYGAP","66MORE","RT","A","2005",0.234,
"GBR","POVERTYGAP","66MORE","RT","A","2006",0.262,
"GBR","POVERTYGAP","66MORE","RT","A","2007",0.254,
"GBR","POVERTYGAP","66MORE","RT","A","2008",0.263,
"GBR","POVERTYGAP","66MORE","RT","A","2009",0.248,
"GBR","POVERTYGAP","66MORE","RT","A","2010",0.249,
"GBR","POVERTYGAP","66MORE","RT","A","2011",0.238,
"GBR","POVERTYGAP","66MORE","RT","A","2012",0.255,
"GBR","POVERTYGAP","66MORE","RT","A","2013",0.248,
"GBR","POVERTYGAP","66MORE","RT","A","2014",0.246,
"GBR","POVERTYGAP","66MORE","RT","A","2015",0.268,
"GBR","POVERTYGAP","66MORE","RT","A","2016",0.285,
"GBR","POVERTYGAP","66MORE","RT","A","2017",0.27,
"GBR","POVERTYGAP","66MORE","RT","A","2018",0.264,
"GBR","POVERTYGAP","66MORE","RT","A","2019",0.269,
"GBR","POVERTYGAP","66MORE","RT","A","2020",0.259,
"USA","POVERTYGAP","66MORE","RT","A","2013",0.371,
"USA","POVERTYGAP","66MORE","RT","A","2014",0.384,
"USA","POVERTYGAP","66MORE","RT","A","2015",0.364,
"USA","POVERTYGAP","66MORE","RT","A","2016",0.372,
"USA","POVERTYGAP","66MORE","RT","A","2017",0.382,
"USA","POVERTYGAP","66MORE","RT","A","2018",0.376,
"USA","POVERTYGAP","66MORE","RT","A","2019",0.377,
"USA","POVERTYGAP","66MORE","RT","A","2020",0.341,
"USA","POVERTYGAP","66MORE","RT","A","2021",0.359,"P"
"CHL","POVERTYGAP","66MORE","RT","A","2009",0.309,
"CHL","POVERTYGAP","66MORE","RT","A","2011",0.328,
"CHL","POVERTYGAP","66MORE","RT","A","2013",0.296,
"CHL","POVERTYGAP","66MORE","RT","A","2015",0.293,
"CHL","POVERTYGAP","66MORE","RT","A","2017",0.285,
"EST","POVERTYGAP","66MORE","RT","A","2013",0.111,
"EST","POVERTYGAP","66MORE","RT","A","2014",0.122,
"EST","POVERTYGAP","66MORE","RT","A","2015",0.138,
"EST","POVERTYGAP","66MORE","RT","A","2016",0.146,
"EST","POVERTYGAP","66MORE","RT","A","2017",0.162,
"EST","POVERTYGAP","66MORE","RT","A","2018",0.175,
"EST","POVERTYGAP","66MORE","RT","A","2019",0.16,
"EST","POVERTYGAP","66MORE","RT","A","2020",0.144,
"ISR","POVERTYGAP","66MORE","RT","A","2011",0.404,
"ISR","POVERTYGAP","66MORE","RT","A","2012",0.377,
"ISR","POVERTYGAP","66MORE","RT","A","2013",0.313,
"ISR","POVERTYGAP","66MORE","RT","A","2014",0.391,
"ISR","POVERTYGAP","66MORE","RT","A","2015",0.269,
"ISR","POVERTYGAP","66MORE","RT","A","2016",0.292,
"ISR","POVERTYGAP","66MORE","RT","A","2017",0.28,
"ISR","POVERTYGAP","66MORE","RT","A","2018",0.313,
"ISR","POVERTYGAP","66MORE","RT","A","2019",0.237,
"ISR","POVERTYGAP","66MORE","RT","A","2020",0.218,
"LVA","POVERTYGAP","66MORE","RT","A","2005",0.145,
"LVA","POVERTYGAP","66MORE","RT","A","2006",0.183,
"LVA","POVERTYGAP","66MORE","RT","A","2007",0.251,
"LVA","POVERTYGAP","66MORE","RT","A","2008",0.226,
"LVA","POVERTYGAP","66MORE","RT","A","2009",0.148,
"LVA","POVERTYGAP","66MORE","RT","A","2010",0.194,
"LVA","POVERTYGAP","66MORE","RT","A","2011",0.142,
"LVA","POVERTYGAP","66MORE","RT","A","2012",0.148,
"LVA","POVERTYGAP","66MORE","RT","A","2013",0.137,
"LVA","POVERTYGAP","66MORE","RT","A","2014",0.16,
"LVA","POVERTYGAP","66MORE","RT","A","2015",0.207,
"LVA","POVERTYGAP","66MORE","RT","A","2016",0.213,
"LVA","POVERTYGAP","66MORE","RT","A","2017",0.231,
"LVA","POVERTYGAP","66MORE","RT","A","2018",0.251,
"LVA","POVERTYGAP","66MORE","RT","A","2019",0.252,
"LVA","POVERTYGAP","66MORE","RT","A","2020",0.245,
"LVA","POVERTYGAP","66MORE","RT","A","2021",0.25,"P"
"LTU","POVERTYGAP","66MORE","RT","A","2005",0.162,
"LTU","POVERTYGAP","66MORE","RT","A","2006",0.176,
"LTU","POVERTYGAP","66MORE","RT","A","2007",0.179,
"LTU","POVERTYGAP","66MORE","RT","A","2008",0.145,
"LTU","POVERTYGAP","66MORE","RT","A","2009",0.176,
"LTU","POVERTYGAP","66MORE","RT","A","2010",0.293,
"LTU","POVERTYGAP","66MORE","RT","A","2011",0.176,
"LTU","POVERTYGAP","66MORE","RT","A","2012",0.158,
"LTU","POVERTYGAP","66MORE","RT","A","2013",0.159,
"LTU","POVERTYGAP","66MORE","RT","A","2014",0.178,
"LTU","POVERTYGAP","66MORE","RT","A","2015",0.187,
"LTU","POVERTYGAP","66MORE","RT","A","2016",0.195,
"LTU","POVERTYGAP","66MORE","RT","A","2017",0.197,
"LTU","POVERTYGAP","66MORE","RT","A","2018",0.219,
"LTU","POVERTYGAP","66MORE","RT","A","2019",0.199,
"LTU","POVERTYGAP","66MORE","RT","A","2020",0.19,
"SVN","POVERTYGAP","66MORE","RT","A","2005",0.213,
"SVN","POVERTYGAP","66MORE","RT","A","2006",0.208,
"SVN","POVERTYGAP","66MORE","RT","A","2007",0.208,
"SVN","POVERTYGAP","66MORE","RT","A","2008",0.205,
"SVN","POVERTYGAP","66MORE","RT","A","2009",0.195,
"SVN","POVERTYGAP","66MORE","RT","A","2010",0.184,
"SVN","POVERTYGAP","66MORE","RT","A","2011",0.178,
"SVN","POVERTYGAP","66MORE","RT","A","2012",0.169,
"SVN","POVERTYGAP","66MORE","RT","A","2013",0.187,
"SVN","POVERTYGAP","66MORE","RT","A","2014",0.187,
"SVN","POVERTYGAP","66MORE","RT","A","2015",0.194,
"SVN","POVERTYGAP","66MORE","RT","A","2016",0.182,
"SVN","POVERTYGAP","66MORE","RT","A","2017",0.169,
"SVN","POVERTYGAP","66MORE","RT","A","2018",0.17,
"SVN","POVERTYGAP","66MORE","RT","A","2019",0.154,
"SVN","POVERTYGAP","66MORE","RT","A","2020",0.152,
"BRA","POVERTYGAP","18_65","RT","A","2006",0.39,
"BRA","POVERTYGAP","18_65","RT","A","2009",0.361,
"BRA","POVERTYGAP","18_65","RT","A","2011",0.418,
"BRA","POVERTYGAP","18_65","RT","A","2013",0.392,
"BRA","POVERTYGAP","18_65","RT","A","2016",0.442,
"BRA","POVERTYGAP","66MORE","RT","A","2006",0.261,
"BRA","POVERTYGAP","66MORE","RT","A","2009",0.286,
"BRA","POVERTYGAP","66MORE","RT","A","2011",0.388,
"BRA","POVERTYGAP","66MORE","RT","A","2013",0.367,
"BRA","POVERTYGAP","66MORE","RT","A","2016",0.378,
"CHN","POVERTYGAP","18_65","RT","A","2011",0.552,
"CHN","POVERTYGAP","66MORE","RT","A","2011",0.608,
"CRI","POVERTYGAP","18_65","RT","A","2010",0.351,
"CRI","POVERTYGAP","18_65","RT","A","2011",0.367,
"CRI","POVERTYGAP","18_65","RT","A","2012",0.373,
"CRI","POVERTYGAP","18_65","RT","A","2013",0.388,
"CRI","POVERTYGAP","18_65","RT","A","2014",0.38,
"CRI","POVERTYGAP","18_65","RT","A","2015",0.397,
"CRI","POVERTYGAP","18_65","RT","A","2016",0.389,
"CRI","POVERTYGAP","18_65","RT","A","2017",0.377,
"CRI","POVERTYGAP","18_65","RT","A","2018",0.378,
"CRI","POVERTYGAP","18_65","RT","A","2019",0.372,
"CRI","POVERTYGAP","18_65","RT","A","2020",0.39,
"CRI","POVERTYGAP","18_65","RT","A","2021",0.378,
"CRI","POVERTYGAP","66MORE","RT","A","2010",0.323,
"CRI","POVERTYGAP","66MORE","RT","A","2011",0.334,
"CRI","POVERTYGAP","66MORE","RT","A","2012",0.326,
"CRI","POVERTYGAP","66MORE","RT","A","2013",0.349,
"CRI","POVERTYGAP","66MORE","RT","A","2014",0.368,
"CRI","POVERTYGAP","66MORE","RT","A","2015",0.33,
"CRI","POVERTYGAP","66MORE","RT","A","2016",0.323,
"CRI","POVERTYGAP","66MORE","RT","A","2017",0.314,
"CRI","POVERTYGAP","66MORE","RT","A","2018",0.339,
"CRI","POVERTYGAP","66MORE","RT","A","2019",0.318,
"CRI","POVERTYGAP","66MORE","RT","A","2020",0.277,
